web-scraper-order,web-scraper-start-url,店铺名称,详情页,详情页-href,店铺评分,人均消费,点评数,店铺地址,店铺电话,营业时间,配套服务,店铺菜系,点评标签,推荐菜1,推荐菜2,推荐菜3
"1590846187-260","https://gz.meituan.com/meishi/pn50/","老湘村·湖南土菜（龙美店）","老湘村·湖南土菜（龙美店）5分1168条评论番禺区番禺大道北587号龙美段（图卫大厦隔壁）人均￥41","https://www.meituan.com/meishi/5039947/","5分","41","1168","地址：番禺区番禺大道北587号龙美段（图卫大厦隔壁）","020-84896942","营业时间：周一至周日 11:00-22:00","提供wifi停车位","广州川湘菜","味道赞(297)服务热情(203)菜品不错(138)回头客(104)上菜快(86)肉类好(45)分量足(32)停车方便(6)海鲜棒(5)到店自提(3)","擂辣椒茄子皮蛋","农家小炒肉","柠横酸菜鱼"
"1590847202-373","https://gz.meituan.com/meishi/pn43/","银记肠粉百灵店（百灵路店）","银记肠粉百灵店（百灵路店）4.1分1768条评论越秀区百灵路86号（近市第一人民医院）人均￥11","https://www.meituan.com/meishi/619783/","4.1分","11","1768","地址：越秀区百灵路86号（近市第一人民医院）","13352880128","营业时间：周一至周日 07:00-21:00","提供wifi","广州小吃快餐","菜品精致(185)分量足(128)上菜快(101)回头客(63)牛肉赞(50)不用排队(11)海鲜棒(7)交通便利(7)到店自提(18)朋友聚餐(3)","艇仔粥","牛肉鲜虾双拼肠粉","香芋牛肉肠"
"1590852281-906","https://gz.meituan.com/meishi/pn5/","宽窄巷子冒菜（流行前线店）","宽窄巷子冒菜（流行前线店）4分2355条评论越秀区中山三路25-27号流行前线B1层D002铺人均￥47","https://www.meituan.com/meishi/41817532/","4分","47","2355","地址：越秀区中山三路25-27号流行前线B1层D002铺","020-83800790","营业时间：周一至周日 11:30-21:30","提供wifi","广州小吃快餐","菜品精致(140)回头客(135)饮品赞(52)不用排队(24)交通便利(19)海鲜棒(10)朋友聚餐(13)到店自提(6)上菜慢(102)肉类差(11)","老坛酸菜鲈鱼","黄喉冒菜","酸梅汤"
"1590848918-553","https://gz.meituan.com/meishi/pn30/","木屋烧烤（岗顶店）","木屋烧烤（岗顶店）3.7分2749条评论天河区中山大道西18号明轩大厦首层人均￥58","https://www.meituan.com/meishi/40950864/","3.7分","58","2749","地址：天河区中山大道西18号明轩大厦首层","020-87565582","营业时间：周一至周日 全天","提供wifi停车位","广州烧烤烤串","上菜快(261)回头客(77)不用排队(52)撸串圣地(9)到店自提(23)深夜食堂(20)朋友聚餐(16)文艺清新(5)公司聚餐(4)闺蜜聚会(4)","烤湛江生蚝","烤茄子","烤羔羊肉串"
"1590850430-712","https://gz.meituan.com/meishi/pn19/","TANING挞柠·柠檬茶（银锋广场店）","TANING挞柠·柠檬茶（银锋广场店）3.5分10条评论南沙区银锋一街1号114房人均￥15","https://www.meituan.com/meishi/913697398/","3.5分","15","10","地址：南沙区银锋一街1号114房","17722858373","营业时间：周一至周日 11:00-23:00","null","南沙饮品店","null","挞杯满香红心果","双挞祁门红柠檬茶","挞柠芒芒"
"1590848375-496","https://gz.meituan.com/meishi/pn34/","凤凰鲜·海鲜鸡煲（新塘店）","凤凰鲜·海鲜鸡煲（新塘店）3.9分1575条评论增城市新塘镇解放北路122号新塘广场华润万家一楼人均￥63","https://www.meituan.com/meishi/5158631/","3.9分","63","1575","地址：增城市新塘镇解放北路122号新塘广场华润万家一楼","020-32198559","营业时间：周一至周日 10:00-22:00","提供wifi停车位","广州火锅","菜品精致(123)上菜快(89)回头客(65)不用排队(25)肉类好(12)交通便利(12)海鲜棒(5)朋友聚餐(6)家庭聚餐(4)到店自提(3)","新鲜三黄鸡","香芋地瓜","三汁焖锅"
"1590850401-709","https://gz.meituan.com/meishi/pn19/","大龙燚火锅（天河南二路店）","大龙燚火锅（天河南二路店）5分3018条评论天河区天河南二路33号华润万家1楼人均￥111","https://www.meituan.com/meishi/101749956/","5分","111","3018","地址：天河区天河南二路33号华润万家1楼","020-37362368/37362338","营业时间：周一至周日 11:00-01:00","提供wifi","广州火锅","服务热情(81)味道赞(64)上菜快(42)菜品健康(36)肉类好(34)回头客(21)有表演(3)店内消毒(1)性价比低(43)分量少(8)","空运大刀毛肚","年销10万份的鲜鸭肠","自制鲜虾滑"
"1590850466-716","https://gz.meituan.com/meishi/pn19/","三顾冒菜（新华中学店）","三顾冒菜（新华中学店）3.9分1003条评论花都区新华街商业大道74号之三首层自编29号商铺人均￥25","https://www.meituan.com/meishi/41824831/","3.9分","25","1003","地址：花都区新华街商业大道74号之三首层自编29号商铺","15814594031","营业时间：周一至周日 10:00-23:00","提供wifi","广州小吃快餐","服务热情(169)味道赞(143)回头客(51)菜品不错(38)上菜快(24)肉类好(16)不用排队(5)到店自提(4)分量少(38)性价比低(30)","冒牛肉","娃娃菜","黑毛肚"
"1590848888-550","https://gz.meituan.com/meishi/pn31/","淼福猪肚鸡（华侨城店）","淼福猪肚鸡（华侨城店）4.5分9950条评论番禺区西丽南路237号（近华侨城公交站）人均￥48","https://www.meituan.com/meishi/2367496/","4.5分","48","9950","地址：番禺区西丽南路237号（近华侨城公交站）","020-84600900","营业时间：周一至周日 09:30-21:30","提供wifi停车位","广州火锅","null","胡椒猪肚煲鸡","煲仔饭","猪肚鸡浓汤"
"1590843993-62","https://gz.meituan.com/meishi/pn63/","童姐秘制家·麻辣海鲜小档（天河店）","童姐秘制家·麻辣海鲜小档（天河店）4分472条评论天河区中山大道中77号105人均￥94","https://www.meituan.com/meishi/42599423/","4分","94","472","地址：天河区中山大道中77号105","13535171771/13318733128","营业时间：春季、夏季、秋季 周一至周日 11:30-24:00 00:00-02:00  冬季 周一至周日 00:00-02:00","提供wifi停车位","广州小龙虾","味道赞(225)菜品不错(140)上菜快(128)回头客(113)交通便利(6)朋友聚餐(41)请客(4)深夜食堂(3)到店自提(2)肉类差(4)","阳澄湖大闸蟹","秘制小龙虾","秘制膏蟹"
"1590846510-294","https://gz.meituan.com/meishi/pn48/","淼福猪肚鸡（新村路店）","淼福猪肚鸡（新村路店）3.8分2093条评论从化市西宁西路71号（从化悦和雪糕批发部对面）人均￥43","https://www.meituan.com/meishi/41864763/","3.8分","43","2093","地址：从化市西宁西路71号（从化悦和雪糕批发部对面）","020-37917196","营业时间：周一至周日 10:00-22:00","提供wifi停车位","从化火锅","味道赞(379)回头客(114)上菜快(76)不用排队(19)交通便利(7)朋友聚餐(3)到店自提(2)分量少(193)停车不便(29)肉类差(25)","胡椒猪肚鸡","煲仔饭","胡椒猪肚汤"
"1590849357-599","https://gz.meituan.com/meishi/pn27/","麦肯劳（石基文化广场店）","麦肯劳（石基文化广场店）3.7分1419条评论番禺区岐山中路1号之113-115号（石基文化广场对面、骏福宾馆楼下）人均￥19","https://www.meituan.com/meishi/42107658/","3.7分","19","1419","地址：番禺区岐山中路1号之113-115号（石基文化广场对面、骏福宾馆楼下）","020-39960200","营业时间：周一至周日 09:00-01:00","提供wifi停车位","广州西餐","味道赞(210)上菜快(58)回头客(49)肉类好(35)菜品精致(28)不用排队(18)交通便利(8)到店自提(5)朋友聚餐(3)店内消毒(1)","香辣鸡腿堡","香辣小腿","金牌烤鸡"
"1590851497-824","https://gz.meituan.com/meishi/pn11/","逸海西餐厅","逸海西餐厅4分2844条评论从化市江埔街环市东路395号人均￥56","https://www.meituan.com/meishi/6393241/","4分","56","2844","地址：从化市江埔街环市东路395号","020-37983300/13318724683","营业时间：周一至周日 11:30-21:30","提供wifi停车位","从化西餐","上菜快(80)菜品不错(70)回头客(55)牛肉赞(13)饮品赞(9)停车方便(7)高大上(4)不用排队(3)到店自提(2)分量少(22)","香煎秘制黑椒牛扒","法式煎蒜香鸡扒","黑椒牛扒配意粉"
"1590850192-687","https://gz.meituan.com/meishi/pn21/","湘里土菜馆（东站店）","湘里土菜馆（东站店）4.1分1547条评论天河区林和西路89号景星酒店二楼湘里土菜馆（景星酒店二楼，地铁广州东站I出口）人均￥40","https://www.meituan.com/meishi/4948310/","4.1分","40","1547","地址：天河区林和西路89号景星酒店二楼湘里土菜馆（景星酒店二楼，地铁广州东站I出口）","18028523274/18565176680","营业时间：周一至周日 09:30-22:00","提供wifi","广州川湘菜","菜品精致(170)上菜快(89)肉类好(82)回头客(67)交通便利(31)海鲜棒(22)不用排队(4)朋友聚餐(8)到店自提(6)店内消毒(1)","一品过江鱼","茄子豆角","清炒时蔬"
"1590848710-531","https://gz.meituan.com/meishi/pn32/","同湘会（直营第3分店）","同湘会（直营第3分店）4.3分2158条评论天河区天河路631号2楼（近天河娱乐广场）人均￥59","https://www.meituan.com/meishi/619802/","4.3分","59","2158","地址：天河区天河路631号2楼（近天河娱乐广场）","020-87594558/87593258","营业时间：周一至周日 11:00-21:00","提供wifi停车位","广州川湘菜","菜品精致(182)上菜快(137)回头客(83)海鲜棒(17)不用排队(14)朋友聚餐(9)到店自提(6)请客(6)公司聚餐(5)分量少(90)","剁椒鱼头","手撕包菜","小炒黄牛肉"
"1590844692-135","https://gz.meituan.com/meishi/pn58/","万富希尔顿酒店·感趣自助餐厅Senses","万富希尔顿酒店·感趣自助餐厅Senses3.5分1177条评论白云区云城东路515-517号（近万达广场）人均￥235","https://www.meituan.com/meishi/1715011/","3.5分","235","1177","地址：白云区云城东路515-517号（近万达广场）","020-66678076/020-66600666-6205","营业时间：周五,周六 18:00-22:00","提供wifi停车位","广州自助餐","海鲜棒(44)高大上(43)回头客(7)不用排队(3)下午茶(3)到店自提(1)分量少(23)肉类差(22)上菜慢(8)交通不便(3)","三文鱼","冷盘大虾","雪糕"
"1590844372-102","https://gz.meituan.com/meishi/pn61/","春英乡村烤肉店","春英乡村烤肉店5分1348条评论花都区新华街新都大道103号南航花园五区05号铺人均￥65","https://www.meituan.com/meishi/4511732/","5分","65","1348","地址：花都区新华街新都大道103号南航花园五区05号铺","020-86891829/15622251316","营业时间：周一至周日 10:00-14:30 16:30-22:00","提供wifi","广州烧烤烤串","服务热情(47)味道赞(39)肉类好(26)价格实惠(23)上菜快(18)回头客(16)菜品精致(13)到店自提(2)性价比低(20)分量少(9)","调味五花肉","烤牛肉拼盘","石锅拌饭"
"1590850927-764","https://gz.meituan.com/meishi/pn15/","加多堡·炸鸡汉堡（太平店）","加多堡·炸鸡汉堡（太平店）3.9分1828条评论从化市太平镇步行街新平路125号人均￥19","https://www.meituan.com/meishi/2722609/","3.9分","19","1828","地址：从化市太平镇步行街新平路125号","020-87942323","营业时间：周一至周日 08:00-24:00","提供wifi","从化小吃快餐","味道赞(227)回头客(94)上菜快(78)菜品精致(46)分量足(45)不用排队(31)肉类好(14)交通便利(4)到店自提(62)朋友聚餐(12)","脆皮鸡","小薯条","全家福一"
"1590847537-408","https://gz.meituan.com/meishi/pn40/","珍之堡咖啡（东涌店）","珍之堡咖啡（东涌店）3.9分1610条评论南沙区东涌民康路7-2号（中兴超市对面）人均￥14","https://www.meituan.com/meishi/42434173/","3.9分","14","1610","地址：南沙区东涌民康路7-2号（中兴超市对面）","020-39133598","营业时间：周一至周日 09:00-23:30","提供wifi停车位","南沙饮品店","饮品赞(57)回头客(51)上菜快(50)菜品精致(28)不用排队(8)停车方便(8)朋友聚餐(21)下午茶(8)到店自提(6)点心差(7)","芥末波浪薯条","手磨桂花姜茶热","茉香奶茶冷"
"1590851404-814","https://gz.meituan.com/meishi/pn11/","金家火炉炭烤韩国料理","金家火炉炭烤韩国料理3.9分1144条评论增城市增城大道万达广场金街1号门3栋139-140号铺人均￥60","https://www.meituan.com/meishi/42802565/","3.9分","60","1144","地址：增城市增城大道万达广场金街1号门3栋139-140号铺","18312225696","营业时间：周一至周日 11:00-14:30 16:30-22:00","提供wifi停车位","广州烧烤烤串","肉类好(67)上菜快(56)回头客(35)不用排队(13)主食赞(10)朋友聚餐(6)到店自提(5)闺蜜聚会(3)店内消毒(1)分量少(56)","五花肉","芝士炒年糕","雪花牛五花"
"1590849393-603","https://gz.meituan.com/meishi/pn27/","大卡司DAKASI（华润万家店）","大卡司DAKASI（华润万家店）3.8分1577条评论花都区新华镇云山大道22号人均￥12","https://www.meituan.com/meishi/635715/","3.8分","12","1577","地址：花都区新华镇云山大道22号","15361767600","营业时间：周一至周日 09:30-23:30","提供wifi停车位","广州饮品店","味道赞(156)饮品赞(120)回头客(65)上菜快(27)菜品精致(23)分量足(16)不用排队(13)交通便利(5)到店自提(12)深夜食堂(4)","珍珠奶茶","香草冻奶茶","原味鸡蛋仔"
"1590846349-277","https://gz.meituan.com/meishi/pn49/","老西安（新塘大润发店）","老西安（新塘大润发店）3.8分3545条评论增城市金海岸城市广场大润发4楼人均￥41","https://www.meituan.com/meishi/40708109/","3.8分","41","3545","地址：增城市金海岸城市广场大润发4楼","13922214740","营业时间：周一至周日 10:00-22:00","提供wifi停车位","广州西北菜","味道赞(682)上菜快(258)菜品精致(193)回头客(144)分量足(139)不用排队(31)主食赞(15)交通便利(12)到店自提(22)朋友聚餐(11)","肉夹馍","红柳枝霸王羊肉串","酱大骨"
"1590845345-172","https://gz.meituan.com/meishi/pn56/","贡茶（广州电影院店）","贡茶（广州电影院店）4.2分341条评论越秀区沿江路65号（即广州电影院后门01铺）人均￥15","https://www.meituan.com/meishi/65462299/","4.2分","15","341","地址：越秀区沿江路65号（即广州电影院后门01铺）","15920110038/13632320578","营业时间：周一至周日 全天","提供wifi","广州饮品店","服务热情(38)味道赞(34)上菜快(13)性价比高(13)饮品赞(11)菜品精致(7)回头客(5)价格实惠(5)到店自提(1)分量少(3)","热烧仙草","鲜百香果双香炮","大珍珠"
"1590852625-942","https://gz.meituan.com/meishi/pn2/","岭南第一锅（科学城店）","岭南第一锅（科学城店）4.2分4797条评论黄埔区科学大道高德汇购物广场A座负1楼（唐茶芋道和世纪华联超市旁）人均￥19","https://www.meituan.com/meishi/6582875/","null","null","null","null","null","null","null","null","null","null","null","null"
"1590845532-192","https://gz.meituan.com/meishi/pn55/","加州卷·御幌（建设六马路店）","加州卷·御幌（建设六马路店）4.6分188条评论越秀区建设六马路55号宜安小区101铺（花园酒店西二门对面、近花园酒店）人均￥88","https://www.meituan.com/meishi/655456/","4.6分","88","188","地址：越秀区建设六马路55号宜安小区101铺（花园酒店西二门对面、近花园酒店）","020-83703288","营业时间：周一至周日 12:00-14:30 17:30-21:30","提供wifi停车位","广州日本菜","味道赞(27)服务热情(15)菜品不错(11)回头客(6)环境小资(4)沙拉(8)位置隐蔽(5)性价比低(27)分量少(24)价格高(14)","狮子王","菠菜沙律","毛毛虫"
